"Date","Price","Open","High","Low","Vol.","Change %"
"12/01/2020","15,072.3","14,479.4","15,115.3","14,294.3","","5.11%"
"11/01/2020","14,339.9","13,023.0","14,384.7","12,794.9","","11.10%"
"10/01/2020","12,906.7","13,489.6","14,249.6","12,798.2","","-3.16%"
"09/01/2020","13,328.0","14,237.6","14,513.9","12,463.3","","-5.67%"
"08/01/2020","14,129.2","12,841.3","14,195.4","12,656.9","","11.16%"
"07/01/2020","12,710.7","11,838.2","12,899.3","11,817.6","","7.41%"
"06/01/2020","11,834.0","11,091.7","12,007.2","11,053.4","","6.37%"
"05/01/2020","11,125.6","10,223.6","11,146.6","10,076.5","","6.31%"
"04/01/2020","10,465.2","8,813.7","10,494.3","8,629.1","","15.23%"
"03/01/2020","9,081.8","9,951.3","10,451.5","7,869.5","","-7.57%"
"02/01/2020","9,825.9","10,477.0","11,304.5","9,445.0","","-5.78%"
"01/01/2020","10,428.3","10,206.1","10,752.6","10,103.7","","3.01%"
"12/01/2019","10,124.0","9,742.5","10,213.9","9,461.5","","3.99%"
"11/01/2019","9,735.2","9,395.7","9,783.7","9,383.8","","4.10%"
"10/01/2019","9,351.6","8,999.6","9,391.5","8,632.4","","4.37%"
"09/01/2019","8,960.0","8,820.8","9,219.1","8,764.0","","0.83%"
"08/01/2019","8,886.5","9,075.6","9,230.6","8,486.9","","-1.86%"
"07/01/2019","9,055.0","9,013.8","9,259.8","8,920.5","","2.36%"
"06/01/2019","8,846.0","8,193.7","8,962.3","7,993.5","","7.69%"
"05/01/2019","8,214.0","9,005.8","9,032.2","8,211.7","","-8.25%"
"04/01/2019","8,952.1","8,568.5","9,033.0","8,535.9","","5.50%"
"03/01/2019","8,485.7","8,219.7","8,630.3","7,978.5","","4.03%"
"02/01/2019","8,157.0","7,885.2","8,228.4","7,849.6","","2.94%"
"01/01/2019","7,924.4","7,109.0","7,958.2","7,042.7","","9.16%"
"12/01/2018","7,259.5","8,143.4","8,143.6","6,759.2","","-8.83%"
"11/01/2018","7,962.6","7,985.4","8,244.5","7,381.0","","-0.09%"
"10/01/2018","7,969.8","8,773.4","8,804.9","7,520.0","","-8.62%"
"09/01/2018","8,721.5","8,719.0","8,756.0","8,459.4","","-0.29%"
"08/01/2018","8,746.9","8,294.0","8,788.7","8,239.4","","6.00%"
"07/01/2018","8,251.5","7,960.9","8,569.4","7,949.1","","2.76%"
"06/01/2018","8,029.9","7,991.4","8,336.4","7,926.6","","1.09%"
"05/01/2018","7,943.1","7,502.0","7,998.6","7,441.6","","5.68%"
"04/01/2018","7,516.4","7,425.5","7,802.1","7,191.6","","0.41%"
"03/01/2018","7,485.7","7,802.0","8,171.2","7,291.1","","-3.94%"
"02/01/2018","7,792.3","7,843.5","7,961.1","7,001.7","","-1.22%"
"01/01/2018","7,888.2","7,297.5","7,970.1","7,281.8","","8.70%"
"12/01/2017","7,256.9","7,174.1","7,399.4","7,070.5","","0.52%"
"11/01/2017","7,219.4","7,102.5","7,287.3","7,012.4","","2.06%"
"10/01/2017","7,073.5","6,776.4","7,084.6","6,738.9","","4.55%"
"09/01/2017","6,765.5","6,788.2","6,802.9","6,607.3","","-0.12%"
"08/01/2017","6,773.3","6,661.2","6,781.0","6,502.4","","2.03%"
"07/01/2017","6,638.3","6,410.2","6,768.4","6,298.1","","4.17%"
"06/01/2017","6,372.5","6,546.4","6,652.9","6,318.2","","-2.40%"
"05/01/2017","6,529.0","6,306.5","6,556.6","6,279.0","","3.88%"
"04/01/2017","6,285.2","6,121.7","6,303.7","6,025.7","","2.76%"
"03/01/2017","6,116.5","6,037.7","6,133.7","5,980.6","","2.05%"
"02/01/2017","5,993.8","5,789.0","6,024.5","5,756.4","","4.37%"
"01/01/2017","5,742.9","5,498.4","5,805.0","5,480.1","","5.25%"
"12/01/2016","5,456.6","5,390.2","5,599.7","5,294.5","","1.15%"
"11/01/2016","5,394.7","5,381.6","5,490.1","5,204.5","","0.43%"
"10/01/2016","5,371.5","5,442.0","5,495.0","5,325.2","","-1.49%"
"09/01/2016","5,452.5","5,337.5","5,474.2","5,205.8","","2.24%"
"08/01/2016","5,333.3","5,281.1","5,404.5","5,231.4","","1.08%"
"07/01/2016","5,276.4","4,919.2","5,290.9","4,880.3","","7.13%"
"06/01/2016","4,925.2","5,022.7","5,055.6","4,659.5","","-2.30%"
"05/01/2016","5,041.3","4,837.1","5,044.6","4,765.4","","4.45%"
"04/01/2016","4,826.4","4,957.6","5,084.9","4,788.4","","-3.12%"
"03/01/2016","4,981.9","4,706.4","5,020.3","4,692.9","","6.79%"
"02/01/2016","4,665.4","4,713.7","4,766.0","4,312.8","","-1.60%"
"01/01/2016","4,741.1","4,968.4","5,009.5","4,423.4","","-6.79%"
"12/01/2015","5,086.6","5,186.5","5,246.4","4,958.1","","-1.48%"
"11/01/2015","5,163.0","5,145.5","5,233.4","4,961.1","","0.56%"
"10/01/2015","5,134.5","4,621.3","5,170.3","4,554.2","","11.24%"
"09/01/2015","4,615.5","4,610.0","4,912.6","4,474.2","","-2.14%"
"08/01/2015","4,716.6","5,060.3","5,105.2","4,178.0","","-6.66%"
"07/01/2015","5,053.3","4,881.2","5,167.9","4,782.5","","4.42%"
"06/01/2015","4,839.4","4,983.0","5,019.8","4,817.7","","-2.40%"
"05/01/2015","4,958.3","4,871.9","5,005.8","4,776.8","","2.31%"
"04/01/2015","4,846.1","4,750.3","5,007.9","4,701.8","","1.89%"
"03/01/2015","4,756.4","4,883.7","4,917.9","4,696.5","","-2.33%"
"02/01/2015","4,869.8","4,556.0","4,895.7","4,482.1","","7.24%"
"01/01/2015","4,540.8","4,660.1","4,698.4","4,464.1","","-2.03%"
"12/01/2014","4,634.7","4,729.1","4,738.6","4,473.0","","-2.31%"
"11/01/2014","4,744.3","4,541.0","4,754.5","4,504.0","","4.54%"
"10/01/2014","4,538.3","4,411.8","4,552.1","4,037.9","","2.71%"
"09/01/2014","4,418.4","4,463.3","4,492.3","4,371.1","","-0.75%"
"08/01/2014","4,451.8","4,228.9","4,452.2","4,188.7","","5.10%"
"07/01/2014","4,235.8","4,202.9","4,349.6","4,175.0","","1.17%"
"06/01/2014","4,186.9","4,066.4","4,199.0","4,030.7","","3.09%"
"05/01/2014","4,061.5","3,893.0","4,066.6","3,803.9","","4.55%"
"04/01/2014","3,884.7","3,920.5","3,986.1","3,702.2","","-0.34%"
"03/01/2014","3,897.7","3,962.7","4,050.6","3,840.2","","-2.66%"
"02/01/2014","4,004.1","3,809.9","4,032.6","3,697.4","","5.17%"
"01/01/2014","3,807.4","3,864.7","3,928.7","3,742.1","","-1.91%"
"12/01/2013","3,881.6","3,776.3","3,881.6","3,697.7","","3.03%"
"11/01/2013","3,767.2","3,654.2","3,776.0","3,578.6","","3.54%"
"10/01/2013","3,638.5","3,468.6","3,671.3","3,357.8","","5.01%"
"09/01/2013","3,464.8","3,333.4","3,496.5","3,311.3","","4.75%"
"08/01/2013","3,307.8","3,341.9","3,386.9","3,284.9","","-0.29%"
"07/01/2013","3,317.2","3,147.9","3,338.5","3,126.5","","6.29%"
"06/01/2013","3,121.1","3,199.1","3,223.5","3,029.8","","-2.33%"
"05/01/2013","3,195.5","3,085.1","3,272.2","3,067.4","","3.50%"
"04/01/2013","3,087.4","3,013.8","3,087.8","2,919.8","","2.49%"
"03/01/2013","3,012.2","2,910.6","3,014.4","2,898.0","","2.99%"
"02/01/2013","2,924.8","2,931.4","2,971.7","2,872.5","","0.49%"
"01/01/2013","2,910.5","2,906.1","2,950.5","2,880.6","","2.66%"
"12/01/2012","2,835.0","2,870.9","2,890.2","2,768.5","","-0.53%"
"11/01/2012","2,850.1","2,843.0","2,867.2","2,653.1","","1.43%"
"10/01/2012","2,809.9","2,982.0","3,019.4","2,797.8","","-5.35%"
"09/01/2012","2,968.7","2,933.4","3,052.4","2,908.7","","1.03%"
"08/01/2012","2,938.4","2,813.7","2,970.6","2,756.6","","5.14%"
"07/01/2012","2,794.7","2,766.5","2,816.1","2,667.8","","1.07%"
"06/01/2012","2,765.2","2,652.6","2,783.3","2,581.9","","3.67%"
"05/01/2012","2,667.4","2,867.7","2,907.3","2,613.5","","-7.14%"
"04/01/2012","2,872.4","2,901.4","2,947.3","2,772.2","","-1.10%"
"03/01/2012","2,904.3","2,776.0","2,945.1","2,713.7","","5.07%"
"02/01/2012","2,764.3","2,610.6","2,787.6","2,602.9","","6.47%"
"01/01/2012","2,596.2","2,443.4","2,610.5","2,427.0","","8.38%"
"12/01/2011","2,395.4","2,411.8","2,463.1","2,323.3","","-0.72%"
"11/01/2011","2,412.8","2,413.7","2,521.3","2,260.7","","-2.53%"
"10/01/2011","2,475.4","2,231.2","2,530.3","2,142.2","","10.38%"
"09/01/2011","2,242.6","2,353.1","2,450.7","2,214.5","","-4.52%"
"08/01/2011","2,348.9","2,502.1","2,507.4","2,130.5","","-4.99%"
"07/01/2011","2,472.2","2,433.0","2,551.2","2,425.3","","1.67%"
"06/01/2011","2,431.7","2,476.4","2,482.2","2,280.9","","-1.95%"
"05/01/2011","2,480.0","2,515.7","2,523.6","2,402.7","","-1.17%"
"04/01/2011","2,509.3","2,454.8","2,521.3","2,353.3","","2.81%"
"03/01/2011","2,440.7","2,461.6","2,478.3","2,283.9","","-0.48%"
"02/01/2011","2,452.4","2,395.1","2,506.5","2,383.1","","3.13%"
"01/01/2011","2,378.0","2,332.7","2,434.3","2,331.7","","2.91%"
"12/01/2010","2,310.8","2,240.3","2,332.8","2,240.3","","4.79%"
"11/01/2010","2,205.2","2,220.2","2,288.1","2,169.5","","-0.16%"
"10/01/2010","2,208.6","2,093.7","2,222.0","2,041.2","","6.36%"
"09/01/2010","2,076.6","1,862.1","2,109.5","1,861.6","","13.07%"
"08/01/2010","1,836.6","1,958.4","1,992.3","1,815.6","","-5.07%"
"07/01/2010","1,934.7","1,807.6","1,972.0","1,764.1","","7.20%"
"06/01/2010","1,804.7","1,915.2","2,012.8","1,800.3","","-6.06%"
"05/01/2010","1,921.2","2,083.3","2,112.9","1,815.7","","-7.30%"
"04/01/2010","2,072.6","2,038.5","2,133.4","2,013.1","","2.20%"
"03/01/2010","2,028.0","1,891.2","2,046.7","1,891.2","","7.70%"
"02/01/2010","1,883.0","1,805.5","1,894.6","1,771.7","","4.59%"
"01/01/2010","1,800.4","1,946.7","1,962.0","1,793.2","","-6.39%"
"12/01/2009","1,923.4","1,842.9","1,946.4","1,818.8","","5.28%"
"11/01/2009","1,827.0","1,721.4","1,874.1","1,706.3","","6.13%"
"10/01/2009","1,721.4","1,765.8","1,838.7","1,710.1","","-2.99%"
"09/01/2009","1,774.5","1,647.0","1,811.2","1,645.5","","5.80%"
"08/01/2009","1,677.3","1,678.7","1,696.0","1,614.1","","1.47%"
"07/01/2009","1,653.0","1,526.8","1,659.7","1,448.0","","8.56%"
"06/01/2009","1,522.6","1,522.1","1,547.4","1,468.1","","2.93%"
"05/01/2009","1,479.3","1,437.3","1,479.3","1,379.6","","3.09%"
"04/01/2009","1,435.0","1,288.7","1,435.0","1,288.7","","12.75%"
"03/01/2009","1,272.7","1,107.4","1,318.3","1,073.8","","10.78%"
"02/01/2009","1,148.9","1,228.0","1,316.6","1,148.9","","-5.21%"
"01/01/2009","1,212.0","1,297.4","1,308.6","1,167.0","","-2.57%"
"12/01/2008","1,244.0","1,119.8","1,276.6","1,119.8","","2.23%"
"11/01/2008","1,216.9","1,368.1","1,412.8","1,063.5","","-11.05%"
"10/01/2008","1,368.0","1,602.5","1,602.5","1,198.8","","-16.28%"
"09/01/2008","1,634.1","1,895.8","1,895.8","1,533.2","","-14.83%"
"08/01/2008","1,918.7","1,870.0","2,012.0","1,847.8","","1.35%"
"07/01/2008","1,893.1","1,906.7","1,915.6","1,840.6","","0.67%"
"06/01/2008","1,880.5","2,054.1","2,103.5","1,880.5","","-9.61%"
"05/01/2008","2,080.4","2,025.2","2,080.4","1,996.0","","6.08%"
"04/01/2008","1,961.1","1,897.3","1,977.3","1,831.3","","7.63%"
"03/01/2008","1,822.1","1,772.0","1,865.3","1,710.4","","2.12%"
"02/01/2008","1,784.2","1,894.8","1,894.8","1,778.6","","-5.13%"
"01/01/2008","1,880.7","2,093.2","2,095.3","1,827.2","","-11.67%"
"12/01/2007","2,129.2","2,110.3","2,182.3","2,063.7","","-0.15%"
"11/01/2007","2,132.4","2,240.4","2,268.2","2,021.7","","-6.60%"
"10/01/2007","2,283.1","2,158.5","2,283.1","2,144.3","","7.08%"
"09/01/2007","2,132.2","2,060.1","2,137.6","1,996.8","","5.15%"
"08/01/2007","2,027.7","1,981.3","2,027.7","1,881.8","","3.03%"
"07/01/2007","1,968.1","1,990.3","2,091.1","1,968.1","","-0.09%"
"06/01/2007","1,969.9","1,963.9","1,980.4","1,917.0","","0.31%"
"05/01/2007","1,963.8","1,906.5","1,963.8","1,905.9","","3.32%"
"04/01/2007","1,900.7","1,804.3","1,924.5","1,804.3","","5.40%"
"03/01/2007","1,803.4","1,783.9","1,837.8","1,742.7","","0.62%"
"02/01/2007","1,792.2","1,821.0","1,878.0","1,786.5","","-1.62%"
"01/01/2007","1,821.8","1,788.2","1,875.0","1,788.2","","2.02%"
"12/01/2006","1,785.7","1,803.2","1,838.1","1,777.2","","-1.86%"
"11/01/2006","1,819.5","1,733.4","1,848.3","1,729.9","","3.46%"
"10/01/2006","1,758.6","1,657.2","1,770.2","1,657.2","","4.75%"
"09/01/2006","1,678.9","1,613.2","1,686.4","1,588.2","","4.72%"
"08/01/2006","1,603.3","1,505.7","1,605.5","1,505.7","","4.76%"
"07/01/2006","1,530.5","1,608.1","1,608.1","1,472.0","","-4.16%"
"06/01/2006","1,597.0","1,638.7","1,638.7","1,537.7","","-0.26%"
"05/01/2006","1,601.2","1,708.3","1,737.7","1,590.2","","-7.05%"
"04/01/2006","1,722.6","1,728.5","1,761.3","1,716.0","","-0.16%"
"03/01/2006","1,725.4","1,715.9","1,730.4","1,665.9","","2.00%"
"02/01/2006","1,691.6","1,733.3","1,733.3","1,665.8","","-2.28%"
"01/01/2006","1,731.0","1,699.6","1,778.9","1,696.0","","4.00%"
"12/01/2005","1,664.5","1,723.5","1,728.4","1,664.5","","-1.59%"
"11/01/2005","1,691.4","1,593.3","1,720.1","1,593.3","","5.98%"
"10/01/2005","1,596.0","1,622.5","1,622.5","1,537.2","","-1.39%"
"09/01/2005","1,618.5","1,593.8","1,629.2","1,578.3","","1.26%"
"08/01/2005","1,598.3","1,625.8","1,643.3","1,575.2","","-1.39%"
"07/01/2005","1,620.8","1,504.9","1,634.4","1,504.9","","7.49%"
"06/01/2005","1,507.9","1,574.4","1,584.0","1,507.9","","-3.18%"
"05/01/2005","1,557.4","1,436.3","1,564.6","1,436.3","","8.66%"
"04/01/2005","1,433.3","1,482.1","1,512.8","1,419.1","","-4.15%"
"03/01/2005","1,495.4","1,540.3","1,558.5","1,477.0","","-1.88%"
"02/01/2005","1,524.0","1,535.5","1,560.1","1,506.5","","-0.48%"
"01/01/2005","1,531.4","1,615.8","1,615.8","1,492.0","","-6.25%"
"12/01/2004","1,633.5","1,618.8","1,639.4","1,601.0","","3.20%"
"11/01/2004","1,582.8","1,498.8","1,593.9","1,498.8","","5.75%"
"10/01/2004","1,496.7","1,462.5","1,497.1","1,434.7","","5.25%"
"09/01/2004","1,422.1","1,387.0","1,445.4","1,380.9","","3.22%"
"08/01/2004","1,377.7","1,414.7","1,414.7","1,312.4","","-2.20%"
"07/01/2004","1,408.7","1,498.2","1,498.2","1,376.4","","-7.65%"
"06/01/2004","1,525.4","1,477.0","1,525.4","1,453.5","","3.45%"
"05/01/2004","1,474.6","1,422.9","1,474.6","1,387.6","","4.66%"
"04/01/2004","1,408.9","1,460.9","1,516.3","1,408.9","","-2.57%"
"03/01/2004","1,446.0","1,497.3","1,497.3","1,377.2","","-2.17%"
"02/01/2004","1,478.1","1,495.2","1,521.9","1,469.6","","-1.49%"
"01/01/2004","1,500.4","1,470.7","1,561.3","1,470.7","","1.72%"
"12/01/2003","1,475.0","1,453.9","1,477.5","1,390.2","","3.08%"
"11/01/2003","1,430.9","1,449.6","1,450.1","1,369.8","","0.58%"
"10/01/2003","1,422.7","1,340.5","1,433.0","1,340.5","","8.71%"
"09/01/2003","1,308.7","1,366.3","1,405.5","1,308.7","","-2.79%"
"08/01/2003","1,346.3","1,268.9","1,346.3","1,211.7","","5.06%"
"07/01/2003","1,281.5","1,221.6","1,302.9","1,221.6","","6.27%"
"06/01/2003","1,205.9","1,189.2","1,252.2","1,189.2","","0.32%"
"05/01/2003","1,202.0","1,116.8","1,202.0","1,116.2","","8.33%"
"04/01/2003","1,109.6","1,025.9","1,120.4","1,025.9","","8.58%"
"03/01/2003","1,021.9","994.1","1,096.6","961.8","","0.89%"
"02/01/2003","1,012.9","989.5","1,019.0","954.4","","2.78%"
"01/01/2003","985.5","1,030.3","1,097.5","985.5","","-0.12%"
"12/01/2002","986.7","1,123.0","1,123.0","986.7","","-11.79%"
"11/01/2002","1,118.6","1,021.2","1,129.6","974.6","","12.80%"
"10/01/2002","991.7","872.4","997.6","806.3","","18.88%"
"09/01/2002","834.2","901.5","949.7","834.2","","-11.66%"
"08/01/2002","944.3","915.4","1,051.2","858.8","","-2.04%"
"07/01/2002","964.0","1,000.0","1,062.9","896.1","","-8.48%"
"06/01/2002","1,053.3","1,161.2","1,197.8","1,024.6","","-12.99%"
"05/01/2002","1,210.5","1,269.6","1,328.2","1,161.3","","-5.38%"
"04/01/2002","1,279.3","1,481.0","1,481.0","1,248.9","","-12.09%"
"03/01/2002","1,455.2","1,437.8","1,557.7","1,430.0","","6.88%"
"02/01/2002","1,361.5","1,530.5","1,530.5","1,350.5","","-12.30%"
"01/01/2002","1,552.5","1,612.8","1,677.5","1,504.0","","-1.70%"
"12/01/2001","1,579.4","1,569.8","1,723.4","1,559.7","","-1.19%"
"11/01/2001","1,598.4","1,426.1","1,622.0","1,426.1","","16.95%"
"10/01/2001","1,366.7","1,152.8","1,481.0","1,152.8","","16.82%"
"09/01/2001","1,169.9","1,426.0","1,426.0","1,128.4","","-20.50%"
"08/01/2001","1,471.6","1,731.7","1,753.6","1,455.8","","-12.70%"
"07/01/2001","1,685.7","1,829.2","1,829.2","1,606.8","","-8.00%"
"06/01/2001","1,832.3","1,843.0","1,965.6","1,668.4","","1.68%"
"05/01/2001","1,802.0","1,921.1","2,055.0","1,781.1","","-2.97%"
"04/01/2001","1,857.2","1,518.2","1,955.4","1,372.2","","17.92%"
"03/01/2001","1,574.9","1,970.0","1,998.3","1,564.8","","-17.56%"
"02/01/2001","1,910.3","2,609.7","2,609.7","1,910.3","","-26.40%"
"01/01/2001","2,595.5","2,130.7","2,732.6","2,130.7","","10.74%"
"12/01/2000","2,343.8","2,551.9","2,975.5","2,212.3","","-6.57%"
"11/01/2000","2,508.7","3,227.9","3,324.7","2,508.7","","-23.63%"
"10/01/2000","3,285.0","3,460.7","3,460.7","3,006.8","","-8.07%"
"09/01/2000","3,573.5","4,102.6","4,102.6","3,573.5","","-12.43%"
"08/01/2000","4,080.8","3,523.8","4,080.8","3,493.0","","12.98%"
"07/01/2000","3,612.1","3,807.6","4,064.9","3,479.9","","-4.10%"
"06/01/2000","3,766.5","3,521.6","3,972.9","3,521.6","","13.23%"
"05/01/2000","3,326.5","3,832.5","3,832.5","3,025.6","","-11.90%"
"04/01/2000","3,775.8","4,079.8","4,294.4","3,210.1","","-14.20%"
"03/01/2000","4,400.7","4,311.8","4,707.8","4,132.7","","3.07%"
"02/01/2000","4,269.7","3,704.0","4,269.7","3,704.0","","19.53%"
"01/01/2000","3,572.2","3,792.7","3,852.2","3,342.7","","-3.71%"
"12/01/1999","3,710.0","2,998.7","3,710.0","2,998.7","","25.00%"
"11/01/1999","2,968.1","2,617.5","3,118.1","2,617.5","","12.49%"
"10/01/1999","2,638.6","2,405.4","2,638.6","2,363.1","","9.54%"
"09/01/1999","2,408.9","2,405.9","2,546.4","2,393.5","","0.46%"
"08/01/1999","2,397.8","2,265.5","2,461.9","2,164.6","","5.55%"
"07/01/1999","2,271.7","2,322.9","2,460.2","2,234.2","","-1.12%"
"06/01/1999","2,297.4","2,026.3","2,297.4","2,026.3","","9.91%"
"05/01/1999","2,090.2","2,138.3","2,218.1","1,999.5","","-2.18%"
"04/01/1999","2,136.7","2,146.4","2,261.0","1,967.8","","1.42%"
