"Date","Price","Open","High","Low","Vol.","Change %"
"06/01/1996","872.01","866.83","881.09","860.40","","0.38%"
"05/01/1996","868.69","847.49","880.46","826.63","","2.58%"
"04/01/1996","846.85","845.20","848.21","816.70","","1.47%"
"03/01/1996","834.55","831.70","846.66","818.19","","0.96%"
"02/01/1996","826.59","822.30","852.47","818.97","","0.93%"
"01/01/1996","819.00","798.22","819.00","770.11","","3.40%"
"12/01/1995","792.04","779.15","798.76","778.69","","1.93%"
"11/01/1995","777.07","748.01","779.98","748.01","","4.39%"
"10/01/1995","744.40","743.65","755.83","738.11","","-0.36%"
"09/01/1995","747.07","719.34","749.66","719.34","","4.22%"
"08/01/1995","716.82","711.95","716.82","707.14","","0.25%"
"07/01/1995","715.02","695.08","718.95","695.08","","3.32%"
"06/01/1995","692.07","676.53","699.63","669.80","","2.32%"
"05/01/1995","676.36","649.95","676.36","649.95","","4.00%"
"04/01/1995","650.36","633.33","650.36","633.33","","2.94%"
"03/01/1995","631.76","611.64","635.72","607.48","","2.95%"
"02/01/1995","613.65","590.65","614.40","590.65","","3.90%"
"01/01/1995","590.64","575.52","590.64","575.52","","2.59%"
"12/01/1994","575.71","561.43","579.53","557.32","","1.48%"
"11/01/1994","567.29","583.98","583.98","562.23","","-3.64%"
"10/01/1994","588.73","574.82","590.38","563.28","","2.25%"
"09/01/1994","575.79","587.45","590.08","571.53","","-2.45%"
"08/01/1994","590.23","570.54","590.93","566.07","","4.10%"
"07/01/1994","566.98","551.47","566.98","551.47","","3.28%"
"06/01/1994","548.96","564.19","570.68","546.85","","-2.45%"
"05/01/1994","562.75","556.44","563.76","543.20","","1.64%"
"04/01/1994","553.66","538.37","555.77","538.37","","1.28%"
"03/01/1994","546.65","568.33","577.23","546.36","","-4.36%"
"02/01/1994","571.57","585.27","588.19","567.91","","-2.71%"
"01/01/1994","587.52","567.10","587.52","567.10","","3.40%"
